ID	LABEL	TEXT
440	take.v.04	take sack
441	enter.v.01	enter cloud
442	take.v.04	get honey
443	drop.v.01	drop bladder
444	take.v.04	get spoon
445	charge.v.17	point at cola
446	exit.v.01	get out of long line
447	take.v.04	take egg
448	remove.v.01	remove ring
449	travel.v.01	nw
450	push.v.01	push south wall
451	drop.v.01	drop wine
452	take.v.04	take purse
453	take.v.04	get pages
454	ask.v.01	ask george about town
455	take.v.04	get locket
456	take.v.04	take gnomon
457	enter.v.01	enter inflow pipe
458	pull.v.04	pull tinsel
459	give.v.03	give magazine to doc
460	unknown	blorb adventurer
461	ask.v.01	ask bly about monster
462	examine.v.02	x pedestal
463	search.v.04	search refuse
464	listen.v.01	listen to girl
465	take.v.04	get mousetrap
466	pour.v.01	pour vodka in cola
467	repeat.v.01	g
468	push.v.01	push locker east
469	put.v.01	put pack on gum
470	insert.v.02	put it in thing
471	touch.v.01	touch waterfall
472	take.v.04	get device
473	examine.v.02	examine notice
474	insert.v.02	put fuse in generator
475	say.v.08	say ptolemy
476	read.v.01	read matchbook
477	sequence.n.02	dungeon master, turn dial to 8 and press button
478	examine.v.02	x fungus
479	look.v.01	look at shadow
480	move.v.02	move block
481	examine.v.02	x bladder
482	memorize.v.01	learn fweep
483	examine.v.02	x magazines
484	open.v.01	open wrapper
485	ask.v.01	ask officer about convention
486	give.v.03	give rag to skier
487	travel.v.01	northwest
488	ask.v.01	ask angela about affliction
489	insert.v.02	put letter opener in keyhole
490	eat.v.01	eat brown goo
491	memorize.v.01	learn taclor
492	touch.v.01	touch nw rune with rose
493	insert.v.02	put it in coffin
494	insert.v.02	put eyes in body
495	unknown	nitfol turtle
496	examine.v.02	examine dog
497	examine.v.02	examine hole
498	drive.v.01	drive to tower of london
499	drink.v.01	drink coke
500	say.v.08	exodus
501	unknown	rezrov door
502	open.v.01	open it
503	lie_down.v.01	lie down
504	drop.v.01	drop all but lens
505	pull.v.04	pull cloth
506	touch.v.01	touch thing with pole
507	examine.v.02	x carvings
508	take.v.04	get blue
509	take.v.04	get bell
510	take.v.04	get towel
511	take.v.04	get bladder
512	drop.v.01	drop magazine
513	throw.v.01	throw box at outcropping
514	take.v.04	get weeds with fork
515	show.v.01	show bar to tina
516	remove.v.01	remove padlock
517	drop.v.01	drop cracked
518	move.v.02	move desk
519	take.v.04	get bananas
520	look.v.01	look under bunk
521	unknown	gnusto cleesh spell
522	examine.v.02	examine plant pots
523	read.v.01	read ripped
524	insert.v.02	put coffin in case
525	push.v.01	push dionysus southeast
526	unlock.v.01	unlock bronze door with key
527	switch_on.v.01	turn on magnet
528	close.v.01	close link
529	examine.v.02	examine silver coin
530	drop.v.01	drop dodo
531	answer.v.01	swordfish
532	unknown	melbor myself
533	drink.v.01	drink medicine
534	examine.v.02	x water
535	insert.v.02	put invite in copier
536	say.v.08	say boo
537	buy.v.01	buy c battery and putty
538	look.v.01	look at list
539	take.v.04	take napkin
540	light_up.v.05	light flashlight
541	drop.v.01	drop lockpick
542	unknown	gnusto melbor spell
543	take.v.04	get suit
544	answer.v.01	answer "a well"
545	push.v.01	push bookcase
546	take.v.04	get secateurs
547	insert.v.02	put jar in knapsack
548	push.v.01	push boulders
549	insert.v.02	put book in large recess
550	take.v.04	get clothes
551	take.v.04	get branch
552	examine.v.02	x forcefield stud
553	look.v.01	look at stephanie
554	turn.v.09	turn w
555	examine.v.02	x sonar
556	show.v.01	show keys to michael
557	write.v.07	write 6 on cube
558	travel.v.01	go to windy cave
559	push.v.01	push wireless north
560	insert.v.02	put clear sphere in diamond stand
561	pull.v.04	pull shaft
562	examine.v.02	x block
563	wear.v.02	wear shield
564	take.v.04	get guano, scroll and amber vial
565	say.v.08	say yello
566	brandish.v.01	wave crook
567	take.v.04	get it
568	take.v.04	get bones with chopsticks
569	take.v.04	take term paper
570	insert.v.01	insert beam in niches
571	search.v.04	search waterfall
572	throw.v.01	throw axe at cord
573	unknown	aimfiz belboz
574	search.v.04	search window
575	travel.v.01	mouse, west
576	unknown	click on edit
577	open.v.01	open case
578	take.v.04	get dagger
579	examine.v.02	examine dusty book
580	take.v.04	get bench
581	take.v.04	get violet card
582	ask.v.01	ask wolf about pigs
583	insert.v.01	insert yellow card in slot
584	give.v.03	give key to alan
585	unlock.v.01	unlock chest with brass key
586	drop.v.01	drop it and kit
587	put.v.01	put towel on your head
588	push.v.01	push wand
589	search.v.04	search machines
590	examine.v.02	examine air tank
591	push.v.01	push railing
592	give.v.03	give pan to guard
593	unknown	espnis thug
594	follow.v.01	k9, follow me
595	put.v.01	put printer on table
596	take.v.04	take necklace
597	close.v.01	close jar
598	examine.v.02	x rags
599	read.v.01	read research paper
600	take.v.04	take door
601	drop.v.01	drop canteen and shuttle card
602	note.v.04	note tables
603	give.v.03	give gram to jim
604	say.v.08	say my name
605	examine.v.02	examine television
606	examine.v.02	x me
607	take.v.04	take pole
608	hit.v.02	strike rod of bronze
609	examine.v.02	x painting
610	take.v.04	take list
611	enter.v.01	enter waterfall
612	say.v.08	guard, hello
613	examine.v.02	x grille
614	unlock.v.01	unlock lock with lockpick
615	wear.v.02	wear shroud
616	take.v.04	get accordion
617	put.v.01	put steel key on keyring
618	look.v.01	l in cabinet
619	push.v.01	push blue
620	memorize.v.01	learn krebf
621	insert.v.02	put red sphere in pot
622	smash.v.02	smash window with coffer
623	examine.v.02	x powerup stud
624	sit_down.v.01	sit
625	pour.v.01	pour wine in green goblet
626	take.v.04	get finch
627	drop.v.01	drop decaf
628	take.v.04	get dead mouse
629	drop.v.01	drop pot
630	examine.v.02	x grenade
631	open.v.01	open shark repellent
632	insert.v.02	put fluff in bag
633	open.v.01	open forge
634	take.v.04	get oil
635	drop.v.01	drop meter
636	press.v.01	press button
637	take.v.04	get topaz
638	open.v.01	open bottle
639	examine.v.02	examine mousetrap
640	remove.v.01	remove cap
641	examine.v.02	examine bandage
642	put.v.01	put beam across doorway
643	pull.v.04	pull pin
644	examine.v.02	x duct
645	unknown	egdelp golem
646	insert.v.02	put bug in sack
647	search.v.04	search guard
648	ask.v.01	ask woman about roadrunner
649	take.v.04	take rune
650	examine.v.02	examine magpie
651	take.v.04	get rods from coffin
652	examine.v.02	x console
653	drop.v.01	drop bottle
654	unknown	gnusto huncho
655	give.v.03	demon, give me wand
656	sequence.n.02	rock, n
657	insert.v.02	put golden cluster in knapsack
658	turn.v.09	turn ring to fifth symbol
659	read.v.01	read blueprint
660	ask.v.01	ask gnome about page
661	examine.v.02	x panel
662	look.v.01	look at furnace
663	memorize.v.01	learn urbzig
664	move.v.02	move rail with bar
665	insert.v.02	put moss in nest
666	examine.v.02	examine flytrap
667	take.v.04	take box
668	buy.v.01	buy telescope
669	open.v.01	open piano
670	take.v.04	take red rod
671	take.v.04	take fuse
672	open.v.01	open fridge
673	take.v.04	get x3, x4, x5, x6
674	take.v.04	get green
675	insert.v.02	put silver in slot
676	take.v.04	take silver coin
677	say.v.08	say minirva
678	open.v.01	open panel
679	take.v.04	get buoy
680	unknown	huncho vase
681	close.v.01	close door
682	take.v.04	take briefcase
683	take.v.04	get painting
684	press.v.01	press white
685	examine.v.02	examine charles
686	take.v.04	get lye
687	switch_off.v.01	turn off flashlight
688	give.v.03	give fluff to arthur
689	take.v.04	take skink
690	look.v.01	look in bottle
691	wear.v.02	wear badge
692	travel.v.01	u
693	search.v.04	search snow
694	examine.v.02	examine lump
695	touch.v.01	touch flower
696	take.v.04	take shroud
697	give.v.03	give form to female
698	look.v.01	look in panel
699	unlock.v.01	unlock filing cabinet with key
700	enter.v.01	enter shower
701	blow.v.01	blow shawm
702	take.v.04	get stick
703	insert.v.01	insert film in film projector
704	examine.v.02	examine statues
705	take.v.04	get lens
706	close.v.01	close trapdoor
707	insert.v.02	put stone in fire
708	insert.v.02	put dynamite in toaster
709	push.v.01	push moldy s
710	travel.v.01	n
711	say.v.08	say oil
712	take.v.04	get off chair
713	skid.v.04	slide n
714	throw.v.01	throw silver at white
715	clean.v.01	clean dirty floor with moss
716	unknown	strike match
717	give.v.03	give novel to alan
718	tell.v.03	tell bum about skull
719	examine.v.02	x camera
720	throw.v.01	throw it
721	take.v.04	take clover
722	insert.v.02	put all in zipper except book
723	take.v.04	take shield
724	put.v.01	put icicle on lump
725	take.v.04	take dummy
726	brandish.v.01	wave stick
727	take.v.04	take small key
728	write.v.07	write 7 on cube
729	drop.v.01	drop nasty knife
730	take.v.04	take beads
731	examine.v.02	examine keg
732	give.v.03	give mirror 1 to michael
733	examine.v.02	x trees
734	give.v.03	give fish to grue
735	take.v.04	get clover
736	examine.v.02	examine body
737	take.v.04	get knife
738	ask.v.02	ask sydney for hat
739	look.v.01	look under floorboard
740	search.v.04	search workbench
741	take.v.04	get silver locket
742	take.v.04	get food
743	buy.v.01	buy flashlight and repellent
744	put.v.01	put key on keyring
745	drop.v.01	drop all bricks
746	push.v.01	push golden machine east
747	touch.v.01	touch man
748	sequence.n.02	rock, e
749	examine.v.02	examine snooker table
750	take.v.04	get smelly scroll
751	turn.v.09	turn dial
752	enter.v.01	enter shack
753	take.v.04	get bread
754	open.v.01	open matchbook
755	take.v.04	get booklet
756	examine.v.02	x flue
757	take.v.04	get red, blue and green cake
758	ask.v.01	ask pedlar about beans
759	unknown	zemdor blue box
760	jump.v.01	jump to brown rock
761	show.v.01	show card to chuckles
762	take.v.04	get vial
763	take.v.04	take ash tray
764	look.v.01	look
765	give.v.03	give paper to girl
766	eat.v.01	eat fruit
767	drop.v.01	drop egg
768	switch_on.v.01	turn on slide projector
769	look.v.01	look under table
770	take.v.04	take dirty scroll
771	climb.v.01	climb can
772	examine.v.02	x outcrop
773	insert.v.02	put wisdom in left socket
774	press.v.01	press switch a
775	examine.v.02	x dials
776	wear.v.02	wear crampons
777	take.v.04	get hat
778	insert.v.02	put guano in cannon
779	unknown	gnusto bekdab
780	pour.v.01	pour coffee in drain
781	smell.v.01	smell it
782	burn.v.01	burn rope with candle
783	insert.v.02	put glass in crack
784	connect.v.01	tie rope to timber
785	put.v.01	put pebble on second disk
786	examine.v.02	examine stamps
787	drop.v.01	drop pager
788	put.v.01	put towel on valve
789	drink.v.01	drink ochre potion
790	take.v.04	get flint
791	ask.v.01	ask alan about novel
792	unknown	frotz book
793	examine.v.02	examine packet
794	examine.v.02	x horriblis
795	raise.v.02	raise basket
796	take.v.04	get slip of paper
797	take.v.04	get cloth
798	ask.v.01	ask barkeep about thad
799	insert.v.02	put gram in basket
800	close.v.01	close access panel
801	sequence.n.02	hole, n
802	travel.v.01	fore
803	insert.v.02	put match in toolkit
804	drop.v.01	drop beer can
805	take.v.04	get newspaper
806	smell.v.01	smell smoke
807	push.v.01	push newspaper under door
808	examine.v.02	x cupboard
809	examine.v.02	x generator access
810	take.v.04	get vellum scroll
811	drop.v.01	drop candles
812	take.v.04	take sword
813	drop.v.01	drop broom
814	take.v.04	get container
815	take.v.04	take 10
816	sequence.n.02	hole, e
817	take.v.04	get novel
818	throw.v.01	throw sand
819	remove.v.01	remove brick with crowbar
820	press.v.01	press brown button
821	press.v.01	press emergency button
822	look.v.01	look at little window
823	cut.v.01	cut cable
824	open.v.01	open purple book
825	take.v.04	take coin
826	take.v.04	take match
827	examine.v.02	examine shroud
828	drop.v.01	drop all but candle
829	take.v.04	take dodo
830	examine.v.02	x magnetite
831	pour.v.01	pour milk in cauldron
832	give.v.03	give garter to papa
833	examine.v.02	x generator
834	open.v.01	open navy-blue box
835	examine.v.02	examine children
836	push.v.01	push play
837	take.v.04	take probe
838	shoot.v.01	shoot mushroom with crossbow
839	remove.v.01	remove gloves
840	drop.v.01	drop bar
841	unknown	foo
842	take.v.04	get pouch
843	take.v.04	get remote control
844	take.v.04	get ace
845	press.v.01	press sequence stud
846	take.v.04	get ring
847	examine.v.02	x clingfilm
848	take.v.04	take hammer
849	throw.v.01	throw ball in pond
850	take.v.04	take key
851	press.v.01	press 3
852	unknown	gnusto swanzo spell
853	rub.v.01	rub lamp
854	drop.v.01	drop spoon
855	take.v.04	get gum
856	exit.v.01	exit
857	drop.v.01	drop umbrella
858	take.v.04	get coffer
859	wear.v.02	wear robe
860	take.v.04	get orange card
861	take.v.04	get teapot
862	insert.v.02	put embers in coat
863	read.v.01	read frayed scroll
864	take.v.04	get bone
865	switch_off.v.01	turn drill off
866	put.v.01	put red flag on speckled
867	buy.v.01	buy ticket
868	touch.v.01	touch tool stud
869	insert.v.02	put it in hat
870	unknown	blorple 3
871	open.v.01	open hatch
872	examine.v.02	examine dresser
873	give.v.03	give thumb to robot
874	insert.v.02	put six coins in overhead
875	insert.v.01	insert cube in opening
876	drop.v.01	drop small key
877	pour.v.01	pour water on net
878	climb.v.01	climb out of pipe
879	examine.v.02	examine stars
880	take.v.04	get net
881	show.v.01	show scrap to chuckles
882	drop.v.01	drop nugget
883	drop.v.01	drop photo
884	take.v.04	get dragon
885	unknown	mix pan
886	put.v.01	put tree on square
887	drop.v.01	drop green
888	take.v.04	get luck
889	take.v.04	take ledger
890	travel.v.01	go through north wall
891	open.v.01	open packet
892	close.v.01	close breaker
893	set.v.05	set right dial to 4
894	give.v.03	give ticket 2306 to barker
895	examine.v.02	examine bridge
896	wear.v.02	wear skis
897	take.v.04	get flashlight
898	examine.v.02	x wheels
899	eat.v.01	eat berries
900	take.v.04	get cloak
901	throw.v.01	throw gun at herman
902	wait.v.01	wait
903	examine.v.02	examine thyme
904	insert.v.02	put rods in coffin
905	give.v.03	give alpha to apollonius
906	take.v.04	take handkerchief
907	examine.v.02	examine wight
908	unknown	vaxum being
909	examine.v.02	x bowl
910	fill.v.01	fill jug
911	say.v.08	here kitty kitty
912	take.v.04	get all cards
913	take.v.04	take tea
914	insert.v.02	put sceptre in case
915	climb.v.01	climb rope
916	insert.v.02	put red cake in pool
917	take.v.04	get firewood
918	pour.v.01	pour water on plant
919	read.v.01	read huge tome
920	drop.v.01	drop yo-yo
921	switch_on.v.01	turn radio off
922	take.v.04	take slip
923	examine.v.02	x mask
924	dig.v.01	dig in tub
925	press.v.01	press white panel
926	take.v.04	take ticket
927	read.v.01	read faded
928	take.v.04	get dragon and paper
929	examine.v.02	examine crypt
930	put.v.01	put lye on moss
931	consult.v.02	look up wilhelm in album
932	cut.v.01	cut flower
933	write.v.07	write prize on featureless
934	take.v.04	take toad
935	open.v.01	open curtains
936	drop.v.01	drop sack
937	wear.v.02	wear tourniquet
938	take.v.04	take spade
939	put.v.01	put x1, x2, x7 on first pile
940	rub.v.01	rub it with crayon
941	examine.v.02	examine slot
942	search.v.04	search foundation
943	choose.v.01	2
944	say.v.08	oracle, hello
945	take.v.04	take safe
946	take.v.04	take cola
947	ask.v.02	ask coach for trophy
948	give.v.03	give case to harry
949	shake.v.01	shake branch
950	unlock.v.01	unlock handcuffs with key
951	ask.v.01	ask allarah about red
952	close.v.01	close roof
953	open.v.01	open secret door
954	take.v.04	get nasty knife
955	insert.v.02	put dornberries in pot
956	throw.v.01	throw rock at stick
957	show.v.01	show spreadsheet
958	unknown	gnusto wigro
959	write.v.07	write 5 on cube
