ID	LABEL	TEXT
429	25	take coin from zipper
430	51	examine book
431	25	take term paper
432	25	take 7
433	25	take ticket 5802
434	30	give pork to wolf
435	25	take paper
436	14	tie rope to k9
437	43	ask dragon about black
438	3	gnusto gondar spell
439	27	push demeter northwest
440	3	blow in tube
441	25	take green rod
442	50	put beam across doorway
443	30	give puzzle box to proprietor
444	28	listen
445	43	ask k9 about cybermen
446	31	search picture of cat
447	27	push boulders
448	3	gnusto snavig
449	51	examine dresser
450	27	drop firestone
451	44	show red to trent
452	26	remove glasses
453	27	drop it
454	51	examine statues
455	3	download video
456	40	read matchbook
457	27	drop pan
458	8	break glass with hammer
459	28	look at paintings
460	25	get cube
461	31	search shelves
462	25	get miniaturization card
463	25	get puzzle box
464	3	lower grate
465	51	examine sundial
466	25	get eight
467	50	insert interface in nutrimat
468	38	knight, open flagstone
469	3	fiznav boat
470	51	examine drill
471	3	rezrov cabinet
472	38	open cauldron
473	25	get caliper
474	50	put maiden on pack
475	27	drop door
476	50	put ticket in slot
477	51	examine red statuette
478	45	u
479	42	turn wireless on
480	51	examine mouth
481	51	x safe
482	50	put scarab in case
483	50	put knife in purse
484	38	open hatch with screwdriver
485	3	drill case with drill
486	38	open compartment
487	38	open tarot box
488	32	turn switch off
489	51	x temple
490	42	turn it left 7
491	42	wave beads
492	51	examine ring
493	30	give carton to hacker
494	37	kiss corpse
495	22	drive to the embankment
496	27	drop screwdriver
497	40	read lettering
498	6	say -120 to garrulous
499	27	drop umbrella
500	40	read crumpled scroll
501	3	cuss
502	25	get golden chalice
503	3	blow shawm
504	27	drop map
505	40	read gray scroll
506	25	get ladder
507	26	remove frock
508	25	get bench
509	3	untie chain
510	34	sit in medium-sized chair
511	51	x hermit
512	4	cover hole 6
513	3	liskon self
514	25	take blue
515	50	put sprig in cauldron
516	3	look up wilhelm in album
517	25	get chain
518	27	move stone
519	25	get diamond cluster
520	27	pull weed
521	25	get pearl
522	31	search machines
523	40	read flimsy scroll
524	33	learn frotz
525	30	give blue goblet to butler
526	38	open pouch
527	25	get boots
528	25	get sprig
529	34	prosser, lie in the mud
530	17	climb down
531	27	drop whistle
532	37	touch ne rune with rose
533	42	turn m
534	35	hit dragon with sword
535	49	cut line with knife
536	42	turn neith
537	38	open notebook
538	25	get mask
539	25	get epic poem
540	3	egdelp golem
541	2	drink water
542	50	put branch in pit
543	3	gnusto luncho
544	51	examine dynamite
545	50	insert opal cluster in fourth hole
546	25	take lump
547	51	x switch
548	30	give form to female
549	25	take flimsy scroll
550	50	put opener in keyhole
551	32	turn ring to second symbol
552	2	eat it
553	5	turn off lantern
554	51	examine symbols
555	25	get matchbook
556	25	get bread
557	42	turn screw
558	27	drop green rod
559	27	drop nugget
560	43	ask george about dehlila
561	30	give tablets to trent
562	3	urbzig toy
563	26	remove brick
564	25	take bird
565	15	reach into pool
566	44	show ruby to pigeon
567	25	get head
568	3	candles
569	38	open air supply system with tool
570	27	push rod
571	32	turn ring to third symbol
572	33	learn blorb
573	31	search table
574	51	x form
575	25	take limb
576	25	get bird
577	42	turn dial left 4
578	33	learn nitfol
579	3	close valve
580	50	put link in chalice
581	27	press information
582	51	x camera
583	40	read pages
584	25	take dish
585	25	get rod of sacrifice
586	3	foo
587	25	take pebble
588	42	turn page
589	3	pour liquid on torch
590	50	put icicle on lump
591	25	get oil can
592	50	put it on tomb
593	32	turn sphere
594	25	get ox
595	2	feed birds
596	27	pull knob
597	3	close pizza box
598	51	x hawks
599	50	put on parka
600	50	put book in cabinet
601	51	x mirror
602	30	give ticket 2306 to barker
603	28	look under stairs
604	25	take sketch
605	25	tell pigeon to get ruby
606	25	get penguin
607	50	put sphere on pentagram
608	27	pull shaft
609	51	x vial
610	50	put copper key on keyring
611	25	take ticket
612	27	drop bible
613	3	izyuk me
614	3	close circuit breaker
615	27	drop spices
616	28	look in panel
617	3	stand on chair
618	33	learn throck
619	25	take chelsea
620	50	put diamond in basket
621	25	get film
622	25	get scroll
623	3	water bean
624	25	get rods from coffin
625	27	drop banana
626	33	learn lleps
627	25	take thorn
628	48	talk to woman
629	50	put bronze on left
630	50	put brass key on keyring
631	33	learn vaxum
632	25	get flowerpot
633	50	put featureless rod in coffin
634	27	push autopilot button
635	51	x wheel
636	25	take key from zipper
637	25	take egg from pot
638	25	take kitten
639	17	climb pillar
640	50	put red flag on speckled
641	27	drop bird
642	32	turn sceptre
643	50	put match in toolkit
644	3	close link
645	50	insert ruby cluster in second hole
646	27	push button 9
647	25	take scrap
648	25	take syringe
649	33	learn ledak
650	51	x soft things
651	33	learn bozbar
652	3	anoppe
653	50	put emerald in case
654	51	x crowbar
655	51	examine bridge
656	25	take poetry
657	3	manaz
658	25	get candy and gold key
659	51	x brick
660	27	slide s
661	25	get diamonds
662	27	drop bar
663	53	strike rod of ice
664	25	take slip
665	25	take bean pole
666	44	show $500
667	27	drop decaf
668	51	x white pillar
669	25	take stand
670	9	remove opener and drop it
671	25	get up
672	30	give box of chocolates to jemima
673	27	drop notice
674	50	put ladder under trap
675	27	drop vase
676	51	examine fin
677	3	jindak
678	27	drop rubies
679	40	read map
680	25	get implement
681	30	give paper to girl
682	38	open dumpster
683	25	get dragon
684	28	look at fireplace
685	51	x copier
686	25	take flour from pot
687	38	open wallet
688	20	take off dress
689	40	read book
690	3	blorple 9
691	3	write 11 on cube
692	3	dock
693	30	give coin to bartender
694	36	get out of cot
695	27	drop pipe
696	31	search clothes
697	27	drop all but pincer
698	22	drive to tower of london
699	18	3
700	27	drop stone
701	20	take off gown
702	3	blorple 11
703	3	plug toaster into wall
704	32	turn w
705	28	look in keg
706	23	follow pig
707	50	hang it on hooks
708	38	open floyd
709	25	take spell book from zipper
710	3	raise beam
711	25	get mirror
712	25	take note and card
713	43	ask man about eranti
714	14	tie chain to rod
715	25	get piece of paper and business card
716	8	tear cloth
717	50	put gnomon in hole
718	51	examine crypt
719	25	get hyrax
720	32	turn wheel left
721	51	examine cups
722	53	strike rod of infinity
723	50	insert shiny board in panel
724	3	ride bird
725	27	pull ropes
726	25	get treatise
727	27	drop lantern
728	51	examine washing machine
729	25	take crunchy cereal
730	31	search top
731	45	right
732	42	turn crank
733	25	get bear
734	38	open guage
735	51	x dragon
736	51	x ariana
737	38	open lamp
738	51	x thug
739	27	drop magazine
740	20	take off scarf
741	27	drop tin
742	51	x boot
743	9	robot, north and press triangular button
744	51	examine electrodes
745	27	drop clipper
746	38	open william coffin
747	25	take wood
748	3	tinsot water
749	30	give brain to timelord
750	25	get booklet
751	50	put golden cluster in knapsack
752	25	get meter
753	50	put red powder in kettle
754	50	put shiny in pot
755	49	cut growth with cutter
756	25	get glass
757	27	press status stud
758	36	get out of bucket
759	51	examine urchin
760	38	open fur sack
761	17	walk 4 paces west
762	3	pour hot porridge in gigantic bowl
763	27	drop fifth brick
764	51	x studs
765	3	pick lock with sharp pick
766	50	put white in slot
767	50	put piece in locket
768	51	x left screen
769	51	x watch
770	42	shake pan
771	51	examine waterfall
772	25	get figurine
773	44	show warranty
774	50	put toner in slot
775	27	drop flashlight
776	25	take napkin
777	25	take pan
778	3	yomin barker
779	27	press south wall
780	30	give gold key, portrait and bills to demon
781	25	take stick
782	3	rewind tape
783	50	put new battery in torch
784	27	drop all cubes
785	34	lie on bed
786	4	hide ring under seat
787	30	give rag to skier
788	3	set third wheel to 8
789	50	put patch on pipe
790	50	insert new battery in laser
791	25	get accordion
792	51	examine bench
793	40	read plaque
794	25	get jewellery box
795	3	unlock compartment
796	51	x flue
797	27	drop boots
798	28	look under mat
799	25	take all from basket
800	42	turn dial to 47
801	25	get all from table
802	40	read business card
803	25	get amulet and scroll
804	3	exex turtle
805	40	read brittle scroll
806	0	fill hat with water
807	3	enter stall
808	40	read dirty scroll
809	25	take walkie
810	3	unlock toolshed with small key
811	8	smash case with broom
812	25	take bread
813	45	west
814	40	read spreadsheet
815	3	point sacrifice at board
816	51	x photograph
817	51	x river
818	38	marvin, open the hatch
819	25	get lump
820	37	touch waterfall
821	42	shazok storm
822	37	touch pad
823	27	drop letter
824	27	drop shield
825	50	put sceptre in case
826	27	drop pencil
827	25	take sack
828	25	take spade
829	3	click on edit
830	22	drive to the monument
831	45	go to windy cave
832	27	drop them
833	3	unlock west door
834	25	take can
835	51	examine light
836	25	get skis
837	25	take toner
838	25	get ring
839	25	take crowbar
840	28	look in pit
841	45	go under wall
842	3	look up mordecai in record
843	3	enter shack
844	25	get all from cupboard
845	3	unlock door with steel key
846	0	fill bucket with water
847	41	attack thief with nasty knife
848	38	open trap door
849	25	get matches
850	21	wake up old man
851	43	ask dragon about trinket
852	38	open net
853	40	read cracked
854	35	hit bung with mace
855	27	drop robe in shaft
856	31	search stand
857	3	look up verlac
858	2	eat peanuts
859	50	put brown rod in hole
860	51	x tray
861	27	push bell
862	3	aimfiz belboz
863	51	x hat
864	27	drop trident
865	3	point to key
866	3	upload image
867	48	talk to sleaze
868	3	look up william on nameplate
869	17	jump lake
870	3	gondar dragon
871	27	drop biscuit, paper
872	27	push moldy n
873	51	x forcefield stud
874	27	push statue n
875	3	gnusto throck
876	6	away
877	3	pour wine in blue goblet
878	28	look at screen
879	25	take scrawled
880	51	x knob
881	50	put brown sphere in pot
882	51	examine stars
883	30	give ticket 5802 to barker
884	3	vaxum adventurer
885	40	read of unseen terror
886	3	frotz me
887	25	get envelope
888	51	x arcade
889	3	extend ladder
890	3	dig ground with axe
891	27	slide teleportation card through slot
892	51	examine blue carpet
893	50	put diamond in case
894	50	put token in slot
895	27	drop teapot
896	27	pull mat
897	50	put flour in pan
898	3	pour coffee in drain
899	31	search furniture
900	3	close lid
901	26	remove bit
902	26	remove handcuffs
903	51	examine carvings
904	5	turn projector on
905	6	say oil
906	3	note tables
907	28	listen to dial
908	18	seat
909	51	x mine
910	28	smell it
911	27	drop water
912	50	put gold in plate
913	25	take yellow pill
914	24	wear badge
915	38	open green bottle
916	25	take 10
917	31	search slabs
918	3	get in basket
919	27	drop zm$100000
920	30	give hat to pelican
921	27	drop box
922	25	take sugar from pot
923	51	examine walkie
924	25	get needle
925	38	open slot
926	27	drop pager
927	3	start it
928	16	ask librarian for book
929	24	wear shirt
930	24	wear it
931	17	climb porous wall
932	25	get kitchen card and upper card
933	27	drop label
934	29	yes
935	6	here kitty kitty
936	38	open furnace
937	34	sit in tiny little chair
938	51	x pan
939	27	pull flower
940	25	get pump
941	50	put wire in slot
942	25	take pillow
943	50	put pan in oven
944	51	x cat
945	50	put bit in tea
946	3	shout
947	3	unlock cabinet with shiny key
948	25	get mousetrap
949	32	turn h
950	37	touch calibration
951	3	screw relay into space
952	50	put epic poem in kappa
953	25	take dornberries
954	2	feed apple to horse
955	3	write 12 on cube
956	27	press white
957	38	open purple book
958	3	malyon dragon
959	38	open metal cover
960	50	put branch under boulder
961	25	get leaflet
962	30	give garter to papa
963	51	x crane
964	3	again
965	40	read note
966	24	wear robe
967	25	take gold coin from right pan
968	27	drop dumbells
969	36	get out of web
970	3	pour fluid in hole
971	25	get wheel
972	30	give headdress to shaman
973	33	learn egdelp
974	25	take watch
975	16	ask coach for trophy
976	27	drop magnet
977	43	ask her about key
978	51	x natives
979	11	anoint me
980	25	take fragment from zipper
981	25	get map
982	38	open manhole with crowbar
983	27	drop mask
984	7	light flashlight
985	25	take old book
986	27	push button 7
987	25	get mirror 1
988	3	pour water on net
989	50	put medicine bottle in shaft
990	23	follow ford
991	25	get vellum scroll
992	32	turn e
993	3	blorple 2
994	28	look into relay
995	3	upload video
996	25	take bar
997	28	l up terrock in leshosh
998	25	get rusty key
999	51	examine fireplace
1000	25	take newspaper
1001	43	ask george about town
1002	3	enter curtain
1003	50	put grenade in cupboard
1004	5	turn on hair dryer
1005	31	search oats
1006	24	wear flippers
1007	25	take shaft
1008	27	pull clean hook
1009	51	x barkeep
1010	38	open panel
1011	3	covert
1012	3	note it
1013	25	get gold leaf scroll
1014	44	show green to trent
1015	51	x apparatus
1016	25	get egg
1017	50	put raisins on celery
1018	36	get out of pentagram
1019	25	take hoard
1020	30	give toy to sydney
1021	6	say minirva
1022	51	x compass
1023	43	ask dragon about red
1024	25	get earth crystal
1025	12	kill figure with sword
1026	25	get pile
1027	27	lift plywood cover
1028	45	mouse, west
1029	3	gnusto gaspar spell
1030	27	drop knapsack
1031	27	drop net
1032	3	unlock gate
1033	27	throw green at gray
1034	42	wave bean pole
1035	25	get flashlight
1036	3	unlock grate with keys
1037	14	tie rope to timber
1038	3	lleps urbzig
1039	31	search foundation
1040	25	get spindle
1041	25	get scraps
1042	51	examine blossoms
1043	27	drop sticker
1044	42	turn sceptre
1045	28	look under sofa
1046	50	put it in coffin
1047	51	examine ball
1048	25	get rusty knife
1049	51	x desks
1050	27	throw axe at cord
1051	25	get drill
1052	48	talk to gnome about mogglev
1053	38	open stump
1054	51	x comb
1055	37	squeeze it
1056	3	spells
1057	25	get orange vial
1058	50	put it in niche
1059	52	shoot rope with crossbow
1060	45	northeast
1061	24	wear pendant
1062	3	clip monster
1063	25	get grimoire from box
1064	28	look at stephanie
1065	30	give ring to butler
1066	35	hit creature with hook
1067	51	examine radio
1068	5	turn on magnet
1069	50	put sketch in projector
1070	25	get tube
1071	44	show file to district attorney
1072	43	ask what gnome looking for
1073	27	press white, gray, black, red, black
1074	40	read poetry
1075	51	examine bottle
1076	30	give bell
1077	38	open quartz cover
1078	25	get crumpled scroll
1079	3	urbzig mace
1080	5	turn on toaster
1081	27	lift seat
1082	3	starboard
1083	25	get bottle
1084	51	x wallet
1085	3	enter pram
1086	25	get pumpkin
1087	17	climb on stage
1088	51	x stalk
1089	44	show scrap to chuckles
1090	27	pull second peg
1091	3	gnusto swanko
1092	30	give money to hawker
1093	26	remove jacket
1094	3	consult scriptures about planes
1095	51	examine ash
1096	27	drop chain
1097	32	turn dial to 3
1098	51	x floorboards
1099	25	get pyramid
1100	27	move lighted portrait
1101	50	put egg in pan
1102	6	say boo
1103	3	stand on bench
1104	25	get scalpel
1105	43	ask belboz about figure
1106	25	get parcel from cupboard
1107	3	blorple 3
1108	25	get robe
1109	25	take brown rod
1110	28	look in pram
1111	25	take wrapper
1112	51	x light
1113	50	put red flag on spotted
1114	51	x it
1115	3	write 8 on cube
1116	25	take shawm
1117	3	write 4 on cube
1118	42	wave spar
1119	25	take coconut
1120	42	turn dial left
1121	51	x homing
1122	25	get white
1123	51	examine switch a
1124	51	x security gates
1125	3	swanzo belboz
1126	6	aragon
1127	50	put canteen in knapsack
1128	51	examine toadstool
1129	50	put glass in crack
1130	25	get rasp
1131	25	take statuette
1132	25	take headphones
1133	43	ask belboz about cube
1134	39	buy sandwich
1135	45	down
1136	3	enter inflow pipe
1137	3	gnusto espnis
1138	3	gnusto huncho
1139	50	put hand in liquid
1140	3	open app
1141	37	squeeze weed killer bottle
1142	25	get vial, calendar and matchbook
1143	45	southeast
1144	38	open icebox
1145	3	enter tardis
1146	34	sit on carpet
1147	42	turn e
1148	0	fill bath
1149	27	throw stick at herman
1150	8	smash padlock with pickaxe
1151	45	w
1152	3	foblub yupple
1153	27	drop kitchen card
1154	51	examine hole
1155	43	ask marion about encyclopedia
1156	16	order drink
1157	51	x cup
1158	51	examine bones
1159	41	attack dragon with sword
1160	43	ask doc about syringe
1161	51	x tables
1162	3	taclor kobold
1163	25	get fire
1164	36	get out of long line
1165	3	snavig grue
1166	3	close receptacle
1167	3	look up index in history book
1168	38	open zipper
1169	25	take ash
1170	5	turn on lamp
1171	3	unlock box with screwdriver
1172	25	take gray rod
1173	25	take rag
1174	50	put eight on pack
1175	51	x outcrop
1176	12	kill troll with sword
1177	38	open piano
1178	14	tie rope to railing
1179	32	turn dial to 4
1180	3	blorple x10
1181	50	put rods in socket
1182	3	unlock chain with brooch
1183	2	drink beer
1184	32	turn screw
1185	3	point at coconut
1186	30	give novel to alan
1187	25	get beef
1188	42	shake branch
1189	27	drop meter
1190	25	take grenade
1191	51	x fuse
1192	25	take wire
1193	50	put sweater on table
1194	3	set dial to 776
1195	3	kick south wall
1196	3	raise lever
1197	27	drop bucket
1198	2	eat fruit
1199	6	tina, hello
1200	38	open wardrobe
1201	25	get new battery
1202	3	blow spices at lafond
1203	38	open sack
1204	50	put blue in glasses
1205	51	examine slipper
1206	25	get crampons
1207	27	pull line
1208	25	get blue card
1209	30	give gram to danielle
1210	38	open historical
1211	26	remove shim
1212	50	put pass in slot
1213	3	note vomit
1214	50	put all in crate
1215	43	ask detective about chelsea
1216	51	examine toadstools
1217	32	turn isis
1218	42	turn dial to 11
1219	51	x cutout
1220	50	put ebony in southern niche
1221	51	x ball
1222	30	give gloves to zombie
1223	27	drop chest
1224	43	ask belboz about me
1225	25	take black rod
1226	25	get garlic
1227	28	listen to wall
1228	27	throw rock at stick
1229	27	throw rag at fire
1230	42	turn c
1231	24	wear air tank
1232	51	examine barrow
1233	17	climb stand
1234	27	drop briefcase
1235	25	take stone
1236	25	get grater
1237	40	read memo
1238	27	drop finch
1239	3	draw symbol on me
1240	40	read white book
1241	43	ask governor about key
1242	27	drop shroud
1243	3	enter hole
1244	40	read subway
1245	50	put satchel in front of panel
1246	19	sleep
1247	27	drop pack
1248	25	get crown
1249	17	climb can
1250	25	get film and slide
1251	40	read frayed scroll
1252	27	press blue
1253	27	throw it
1254	5	turn drill off
1255	7	light firework
1256	43	ask woman about roadrunner
1257	27	push statue
1258	51	x coin
1259	3	dig earth
1260	50	insult vincent
1261	25	get chalice
1262	27	drop historical
1263	44	show egg to adventurer then east
1264	27	throw star at young woman
1265	50	put collar on dog
1266	51	x old man
1267	5	turn on lantern
1268	40	read label
1269	27	slide t
1270	51	x well
1271	25	get wallet
1272	50	put ship in mounted bottle
1273	32	turn dial left
1274	46	burn speck
1275	51	x gate
1276	25	take mouse
1277	25	get bills
1278	27	drop coins
1279	3	wait for 36 hours
1280	27	drop buoy
1281	42	shake safe
1282	25	take all but pram
1283	25	take flat key
1284	25	get invitation
1285	3	close shield
1286	27	drop thing
1287	3	pour liquid on slime
1288	24	wear cloak
1289	50	put ball in machine
1290	49	cut line with axe
1291	50	put sheet in tray
1292	44	show photograph to charles
1293	43	ask tip about grid
1294	7	light gas
1295	50	insert orange card in slot
1296	50	put bladder in sack
1297	3	point at vodka
1298	25	get match
1299	3	write mace on featureless
1300	25	get improbability drive
1301	51	x grill
1302	51	x cage
1303	51	x swallow
1304	25	get mine
1305	33	learn girgol
1306	3	enter pub
1307	27	drop match
1308	2	drink liquid
1309	30	give gram to ed
1310	43	ask george about bag
1311	3	wait for 35 minutes
1312	5	turn on machine
1313	25	get hat
1314	16	ask for mycroft holmes
1315	50	put black rod in hole
1316	25	get album
1317	32	turn it left 7
1318	51	x ladder
1319	3	stand in line
1320	25	take peanut butter
1321	3	click on more
1322	3	write chasm on featureless cube
1323	51	examine television
1324	13	play pool
1325	38	open shield
1326	5	turn reactor on
1327	51	x water
1328	37	kiss frog
1329	27	push poseidon northeast
1330	38	unscrew panel
1331	5	turn on walkie
1332	51	x pen
1333	25	take sweater
1334	24	wear fur
1335	51	examine shroud
1336	40	read blueprint
