ID	LABEL	TEXT
377	15	open metal cover
378	15	open guage
379	10	dig earth
380	48	drop newspaper
381	9	x copy
382	10	put bit in tea
383	10	put probe in slab
384	10	put blue in glasses
385	31	push boulder
386	2	knight, open flagstone
387	65	note it
388	48	drop branch
389	10	get drill
390	53	jacket
391	48	drop axe
392	16	push statue
393	58	pull pin
394	10	get ruby
395	42	throw star at young woman
396	9	x generator
397	48	drop perfume
398	10	put all in fireplace
399	48	raise beam
400	24	turn dial to 3
401	10	put battery in panel
402	63	look in crack
403	48	drop stone
404	57	read sapphire scratch with glass
405	51	show ledger to magistrate
406	28	learn gloth
407	10	take crumpled scroll
408	2	open gate
409	7	put flask under spout
410	10	get dumbells
411	10	ask him about librarian
412	29	fill teapot
413	10	offer 400
414	28	read research paper
415	10	get topaz
416	10	take mud
417	24	drop sack
418	0	wear badge
419	9	x coffee
420	9	x magnetite
421	48	drop plug
422	10	get out of chair
423	59	give gram to danielle
424	40	follow pig
425	47	break branch
426	42	throw stick at herman
427	10	get knapsack
428	48	drop hair dryer
429	65	examine barrow
430	29	open window
431	48	drop boots
432	29	burn rope with candle
433	9	x cat
434	10	fwoosh
435	65	x implementor
436	65	examine fawkes
437	7	put gum on stick
438	2	open toilet
439	48	drop hammer
440	10	get toaster
441	10	get in forklift
442	15	open floyd
443	57	read crypt
444	37	move rug
445	63	look under table
446	10	insert wishbringer in sculpture
447	10	get pearl
448	65	examine washing machine
449	53	buy peanuts
450	10	get maiden
451	65	x pig
452	16	push demeter southwest
453	9	x coin
454	10	get honey
455	65	examine pedestal
456	26	search shelves
457	10	blow shawm
458	9	x boat
459	9	x pan
460	10	get bees
461	2	roll statue ne
462	33	mouse, south
463	3	pull chain
464	10	take pallet
465	15	open cupboard
466	48	drop cage
467	10	frotz burin
468	65	examine thyme
469	59	give rag to skier
470	16	press down
471	24	drop booklet
472	57	read ripped
473	48	drop birdcage
474	10	take all but lantern
475	10	alexis, heel
476	34	push tree north
477	46	chop tree
478	2	open bird
479	14	say ialdabaoloth
480	10	put egg in pot
481	48	drop toy
482	48	drop portrait and bills
483	33	slide s
484	34	push dusty s
485	2	open pizza box
486	2	close valve
487	48	drop it
488	10	take mask
489	10	take astrolabe
490	33	climb down
491	10	put it in niche
492	10	take sapphire
493	10	ask about evidence
494	48	drop torch
495	31	push table s
496	28	read warning note
497	36	climb rope
498	3	pull cord
499	10	ask tip for tool
500	59	give money to hawker
501	10	put coin in jukebox
502	10	take dusty brick
503	26	search wine rack
504	14	say minirva
505	0	wear balls
506	9	examine tide
507	15	open trunk
508	31	push painting
509	41	remove towel
510	50	pour water on coin
511	10	put compass rose in carving
512	7	put it on tomb
513	44	remove cloak
514	29	open notebook
515	15	open west door
516	16	push dusty n
517	28	learn foblub
518	15	open fur sack
519	10	point at cola
520	10	point it at mural
521	9	examine switch a
522	0	wear sash
523	16	press green
524	9	x hermit
525	10	get pumpkin
526	24	drop third brick
527	62	eat bar
528	10	get particule
529	10	take ash tray
530	65	examine axe
531	10	put epic poem in kappa
532	10	take crowbar
533	31	push it south
534	9	examine lever
535	10	click on edit
536	9	x chopper
537	7	put eight on pack
538	15	open back door
539	10	take stone
540	24	turn knob to high
541	10	take blue
542	57	read flimsy scroll
543	32	wave scroll
544	24	drop matchbook
545	26	search painting
546	55	prosser, lie in the mud
547	21	kick south wall
548	10	look up 1420 in map
549	65	examine blossoms
550	28	learn izyuk
551	28	read huge tome
552	10	hole, n
553	24	turn selkis
554	10	take slip
555	24	drop pyramid
556	48	drop bread
557	10	take analgesic
558	34	push demeter southwest
559	9	examine dynamite
560	10	get out of cot
561	65	x contact points
562	65	examine lights
563	65	examine tide
564	29	close furnace
565	36	enter outflow pipe
566	16	push button 9
567	48	robot, lift cage
568	10	get label
569	10	ask her about rare books
570	10	get indigo vial
571	10	take sketch
572	15	open container
573	33	go through south wall
574	24	drop pickaxe
575	9	examine bookcase
576	65	examine cage
577	48	drop drill
578	15	open catch
579	10	ask for mycroft holmes
580	58	pull tinsel
581	10	put bread in zipper
582	15	open orange vial
583	10	blow in tube
584	59	dragon, give ring to me
585	48	drop paper
586	24	drop flat key
587	2	open wallet
588	10	put celery in purse
589	31	push dispenser button
590	48	drop wrench
591	10	get brown
592	15	open filing cabinet
593	65	examine rose
594	24	drop trident
595	32	shake safe
596	0	wear it
597	36	enter handcar
598	66	fill jug
599	65	x clock
600	29	open grate
601	23	pour water in silver chalice
602	25	whip smooth lion
603	10	get gear
604	24	move cover
605	10	put coal in basket
606	24	turn dial to 11
607	65	x copy
608	65	x pass
609	27	unlock chest with brass key
610	65	x control
611	24	drop dodo
612	48	drop trap
613	36	dock
614	10	take gloves
615	24	drop bird
616	48	drop all bricks
617	24	turn dial right
618	69	cut growth with cutter
619	10	polish orb
620	65	x bag
621	34	push bed
622	16	press knob
623	10	get bananas
624	10	get ball
625	24	drop flint
626	57	read emerald scratch with glass
627	10	get book
628	10	get flask
629	24	slide upper card through slot
630	10	turn on space heater
631	10	take hand
632	65	examine fin
633	9	examine post
634	9	x note
635	57	learn girgol
636	57	read page
637	24	drop vial
638	48	drop scarf
639	9	x column
640	10	take brown rod
641	4	show $500
642	65	x keypad
643	51	show ticket to gravedigger
644	15	open purple book
645	33	aft
646	15	open shield
647	31	push bell
648	48	drop fork
649	48	drop umbrella
650	10	put thumb in hole
651	9	examine mousetrap
652	9	x old man
653	10	get rods from sack
654	36	enter hole
655	65	x contraption
656	36	enter gazebo
657	9	x grenade
658	16	push railing
659	28	read poetry
660	24	drop it
661	10	ask allarah about red
662	33	d
663	23	pour liquid on body
664	28	read ripped
665	57	learn frotz
666	29	open net
667	64	type 384
668	29	close trapdoor
669	9	x dusty brick
670	9	x plate
671	57	learn lleps
672	10	take gumball
673	29	open bottle
674	9	x minerals
675	9	examine floor
676	48	drop honey
677	9	x farm
678	65	x painting
679	31	push knob
680	58	pull pipe
681	10	get rusty knife
682	69	ask wolf to blow turbine
683	48	drop red hat
684	16	press techno
685	9	examine magpie
686	9	examine porridge oats
687	9	x indicator
688	65	examine lemming
689	10	take all from toolshed
690	57	learn throck
691	2	open compartment
692	10	get bazooka
693	10	take painting
694	29	open flask
695	2	open box
696	54	cut rope with knife
697	31	push play
698	41	remove new brick with crowbar
699	65	note dryer
700	10	get soap
701	15	open terminal
702	29	open hatch
703	0	wear sack
704	10	set third wheel to 8
705	22	touch calibration
706	15	open bin
707	11	write 4 on cube
708	9	x sheet
709	10	get food
710	26	search furniture
711	63	look behind tapestry
712	31	push moldy s
713	60	wait for 36 hours
714	15	open receptacle
715	29	open bin
716	58	pull slide
717	65	examine stamps
718	10	take manual
719	10	gnusto zemdor
720	26	search mess
721	4	show note to chuckles
722	21	hit plaster with pickaxe
723	10	get slip of paper
724	9	examine hive
725	27	unlock hatch
726	65	examine output
727	57	read envelope
728	10	insert opal cluster in fourth hole
729	11	write 12 on cube
730	10	get dynamite
731	69	roll statue nw
732	10	put crossbow in sack
733	16	press forcefield
734	7	put tree on square
735	10	get pile
736	9	x crack
737	15	open aqua vial
738	16	press gray button
739	24	move bookshelf
740	48	lift plywood cover
741	28	read missive
742	65	x knife
743	9	examine chasm
744	48	drop dino
745	55	sit on large chair
746	11	write 2 on cube
747	10	take amethysts
748	10	get pacquet, paper and crayon
749	42	throw club at herman
750	33	climb tree
751	10	point it at me
752	2	open window
753	10	put white in unit
754	63	look at queenie
755	10	take feather
756	65	examine cups
757	33	slide upper card through slot
758	7	put pallet on boulder
759	66	fill bowl
760	10	put silver coin in pocket
761	10	get interface
762	65	x blade
763	33	mouse, west
764	10	get guano, scroll and amber vial
765	48	lift seat
766	42	throw axe at cord
767	12	pour fluid in hole
768	29	open dish washer
769	10	turn drill on
770	48	drop bench
771	10	frotz candle
772	15	stand in long line
773	24	drop shovel
774	9	examine slipper
775	14	say agamemnon
776	65	watch television
777	63	look in safe
778	10	get chewed scroll
779	33	roll statue se
780	29	wake up old man
781	3	pull mat
782	10	dig in tub
783	10	take staff
784	63	look at window pane
785	29	close locket
786	9	x stove
787	0	wear cap
788	9	x it
789	15	open envelope
790	43	smell
791	29	open sack
792	15	open tray
793	10	take yellow pill
794	10	put dust in vent
795	65	examine flytrap
796	65	examine shadow
797	10	gnusto wigro
798	2	close door
799	57	learn huncho
800	57	read gray scroll
801	65	x chest
802	29	clean table with cloth
803	10	get rusty key
804	10	look up eustacia in album
805	24	drop whistle
806	69	cut line with axe
807	55	sit on dragon
808	9	examine sapphire
809	7	put flag on bed
810	50	pour fluid in hole
811	47	smash seal
812	58	pull line
813	10	stop
814	10	drive to whitehall
815	7	put hand on statue
816	15	open door with crowbar
817	65	note sink
818	20	strike rod of infinity
819	10	put bladder in sack
820	66	anoint me
821	10	put trophy in depression
822	10	put ebony in eastern niche
823	14	say -120 to garrulous
824	24	turn ring to fifth symbol
825	27	unlock filing cabinet with key
826	48	drop teapot
827	63	look in fountain
828	24	turn dial right 3
829	59	give gram to ed
830	29	open bag
831	10	turn off lantern
832	48	drop firestone
833	9	x books
834	2	open crate with poker
835	9	x book
836	10	get chest
837	10	get scroll
838	48	drop notice
839	65	x photograph
840	31	push red
841	2	open outer door
842	10	take stopper
843	10	ask charles about temple
844	10	put cereal in pot
845	10	take thick brick
846	2	open net
847	10	ask fairy godmother about horse
848	10	set first wheel to 9
849	59	give gram to alicia
850	35	drink liquid
851	9	examine sundial
852	65	x leaf
853	57	read twisted
854	59	give tablets to trent
855	28	read back of brown paper
856	24	drop eggs
857	48	drop hoard
858	10	put stone in opening
859	14	plover
860	36	cross river
861	65	x creature
862	16	push rod
863	27	unlock cupboard with key
864	24	drop rope
865	35	drink water
866	10	take card
867	9	examine barrow
868	28	read envelope
869	24	move stone
870	65	x books
871	29	fill bowl
872	10	turn off flashlight
873	10	get glasses
874	10	tinsot water
875	10	get boots
876	14	blizzard
877	10	take paper
878	2	open bio-lock door
879	10	get pistol
880	10	focus slide lens
881	48	drop dumbells
882	10	take club
883	2	open locket
884	57	learn shazok
885	29	heat brown paper over
886	59	give fluff to arthur
887	6	talk to man
888	10	tell pigeon to get ruby
889	50	pour coffee in drain
890	65	x nest
891	65	x window
892	9	examine bandage
893	10	get screwdriver
894	9	examine parchment
895	2	open zipper
896	10	take needle
897	48	drop pager
898	9	examine charles
899	15	open dish washer
900	7	put copper key on keyring
901	28	read diary
902	16	push green button
903	33	slide shuttle card through slot
904	5	rub flower
905	59	give hat to pelican
906	10	take x10
907	9	x mine
908	65	x outcrop
909	24	drop journal and key
910	24	drop bread
911	65	examine coconuts
912	31	push button 3
913	65	x crossbow
914	36	climb porous wall
915	9	x guard
916	65	x information stud
917	10	dig ground with axe
918	29	empty zipper into sack
919	9	examine table
920	28	read stained scroll
921	10	get ace
922	59	give alpha to apollonius
923	10	get dragon and paper
924	29	open blue box
925	10	cast lesoch
926	14	say firefly to jim
927	50	pour wine in green goblet
928	51	show earth crystal to trent
929	10	put match in wax
930	57	read lettering
931	65	x posse
932	59	give carton to hacker
933	65	examine slip
934	16	push coffin w
935	65	x man
936	48	drop shovel
937	50	pour water on beanstalk
938	41	remove coat
939	10	ask hermit about exit
940	15	open pot
941	11	write cave on cube
942	2	open west door
943	29	open icebox
944	53	buy telescope
945	28	read opal scratch with glass
946	65	x shape
947	29	empty pot
948	16	push purple
949	63	look under bunk
950	15	open manhole with crowbar
951	64	type 0628 on laptop
952	37	move floorboards
953	59	give case to jenny
954	10	ask spirit for name
955	2	open catch
956	28	learn bozbar
957	48	drop chain
958	65	examine plate
959	28	learn lobal
960	10	get needle
961	21	kick second window
962	10	take a picture
963	10	pulver river
964	1	tie rope to altar
965	57	read warped
966	10	get in golden machine
967	10	set second wheel to 2
968	34	push poseidon northeast
969	9	examine machine
970	10	cast girgol
971	10	yomin barker
972	10	take pigeon
973	29	open matchbox
974	10	put gold in slot
975	2	open front door
976	10	ask wolf about pigs
977	33	slide e
978	10	put clear sphere in diamond stand
979	34	push bookcase
980	2	open carton
981	10	get cloak
982	36	climb can
983	24	drop cloth
984	10	put dagger in chest
985	33	roll statue sw
986	59	give $56
987	24	drop match
988	58	pull weed
989	48	drop skink
990	10	put red sphere in pot
991	24	drop pipe
992	9	x pig
993	48	drop card
994	16	push table s
995	7	put skull on statue
996	10	take syringe
997	65	x barman
998	10	blow horn
999	10	put all in pocket
1000	7	put sphere on pentagram
1001	65	examine plant
1002	33	climb porous wall
1003	7	put maiden on pack
1004	2	open packet
1005	10	point to key
1006	10	put headdress in pot
1007	0	wear clown mask
1008	2	open fur sack
1009	29	open portrait
1010	31	push moldy n
1011	10	izyuk me
1012	24	turn ring to sixth symbol
1013	65	x floorboards
1014	10	put sugar in pan
1015	59	give goggles to cheryl
1016	50	pour milk in cauldron
1017	15	dragon, open door
1018	63	look at bookshelf
1019	10	take thorn
1020	28	read notes
1021	21	hit creature with hook
1022	24	slide kitchen card through slot
1023	2	open bin
1024	28	learn nitfol
1025	10	blorb adventurer
1026	24	turn sceptre
1027	10	get all
1028	28	read brochure
1029	34	push fountain
1030	36	enter window
1031	10	get pencil
1032	24	drop plans
1033	30	sit on dragon
1034	65	x plaque
1035	10	put ledger in pot
1036	27	unlock hatch with brass key
1037	65	x female
1038	65	x magazines
1039	4	show case to jenny
1040	33	out
1041	29	open tin
1042	10	get pendant
1043	63	l in hatch
1044	10	gnusto fweep spell
1045	48	drop all but pincer
1046	42	throw gun at herman
1047	10	gnusto bekdab
1048	9	examine urchin
1049	9	examine rope
1050	28	read faded
1051	10	get film and slide
1052	10	insert good bedistor in cube
1053	20	strike rod of ice
1054	28	read matchbook
1055	46	drill case with drill
1056	26	search ruins
1057	29	open envelope
1058	10	put jar in knapsack
1059	29	open fridge
1060	10	taclor me
1061	23	pour water on detective
1062	10	take vase
1063	9	x fungus
1064	32	wave crook
1065	39	rub flower
1066	24	roll statue se
1067	10	put peg in hole
1068	10	turn on floyd
1069	3	pull rods
1070	41	remove balls
1071	24	drop fruit
1072	16	push pine panel
1073	23	pour milk in cauldron
1074	10	kulcad stairs
1075	9	x electric panel
1076	65	x officer
1077	10	get up
1078	9	x crossbow
1079	22	touch red
1080	10	get canary
1081	10	put guano in cannon
1082	10	put sketch in projector
1083	24	turn screw
1084	48	drop container and assignment
1085	30	sit on green rock
1086	25	shake lamp
1087	2	open grating
1088	10	turn radio off
1089	10	put bug in sack
1090	7	put scraps on anvil
1091	24	move slab
1092	48	drop journal and key
1093	10	put vase in opening
1094	62	eat tablet
1095	10	bekdab golem
1096	9	x cage
1097	10	shoot prey
1098	15	open notebook
1099	10	get clear sphere
1100	57	learn ozmoo
1101	10	put letter opener in keyhole
1102	65	x generator
1103	9	x bushes
1104	10	cook pork chops
1105	10	insert film in film projector
1106	4	show card to chuckles
1107	10	take iron key
1108	10	put cave cube in bottom right socket
1109	55	lie on bed
1110	24	drop cage
1111	57	read term paper
1112	65	examine pigeons
1113	10	exex turtle
1114	9	x security gates
1115	65	examine fireplace
1116	50	pour liquid on torch
1117	10	get painting
1118	29	open floyd
1119	44	remove second board
1120	3	pull flower
1121	9	x cubicles
1122	24	drop pillow
1123	22	lick pet
1124	33	climb can
1125	31	push purple
1126	30	sit on carpet
1127	24	turn ring to third symbol
1128	0	wear hat
1129	48	drop tea
1130	65	examine corpse
1131	59	give case to harry
1132	9	examine computer
1133	36	enter waterfall
1134	10	mix pan
1135	48	drop letter
1136	9	x paper
1137	9	examine film projector
1138	1	tie rope to rod
1139	28	read writing
1140	65	examine missile
1141	10	tell floyd to get shiny board
1142	10	get tube
1143	10	get tray
1144	9	examine packet
1145	10	get relay
1146	44	remove old battery
1147	10	get mug
1148	10	look up mordecai in record
1149	65	x whiteboard
1150	10	look up william on nameplate
1151	31	push newspaper under door
1152	10	ask pitchman about dr nostrum
1153	10	open app
1154	2	open can
1155	9	x thug
1156	10	take ribbon
1157	48	drop map
1158	16	press south wall
1159	22	touch bottom
1160	9	x dust
1161	48	drop all except radio
1162	24	turn it
1163	57	read brochure
1164	10	take red
1165	65	x probe
1166	65	x dials
1167	2	open jewellery box
1168	29	open kit
1169	10	arrest bill
1170	10	get box
1171	31	push autopilot button
1172	10	put medicine bottle in shaft
1173	24	drop label
1174	10	put homing in hatch
1175	10	insert capsule into reactor
1176	10	get electromagnet
1177	63	look in tear
1178	28	learn liskon
1179	50	pour hot porridge in gigantic bowl
1180	24	drop all except bottle
1181	65	x wall
1182	57	learn krebf
1183	42	throw all but book into lower chute
1184	9	x chair
1185	10	put ladder in well
1186	29	open coffin
1187	10	get bomb
1188	24	drop crumpled
1189	33	ahead
1190	10	get crampons
1191	53	buy beer
1192	10	reach into pool
1193	7	put on parka
1194	34	push moldy s
1195	65	x console
1196	48	drop all but candle
1197	62	eat green
1198	10	get fish
1199	10	get figure
1200	65	x coach
1201	10	get branch
1202	10	put six coins in overhead
1203	65	note tables
1204	24	turn bolt with wrench
1205	10	take all from chest
1206	10	put mace cube in top right socket
1207	29	open map
1208	9	x crane
1209	57	read booklet
1210	63	look at device
1211	9	examine plate
1212	29	open outer door
1213	2	open vial
1214	15	open coffin
1215	27	unlock drawer
1216	9	x car
1217	31	hammer scraps
1218	31	push bookcase
1219	34	push dionysus southwest
1220	25	squeeze it
1221	65	x flue
1222	28	read page
1223	31	push pram e
1224	28	read frayed scroll
1225	63	look in cauldron
1226	10	ask pedlar about suitcase
1227	32	wave beads
1228	10	take wrapper
1229	10	put short poem in alpha
1230	10	insert blue card in slot
1231	34	push autopilot button
1232	10	put gram in basket
1233	10	get test
1234	10	get luck
1235	48	drop plotter
1236	32	wave hairband
1237	10	take all but parchment
1238	37	move handle
1239	24	drop red hat
1240	44	remove goggles
1241	10	swanzo belboz
1242	24	drop carton
1243	48	drop beer can
1244	16	push newspaper under door
1245	10	y
1246	10	get volume
1247	10	get can
1248	33	slide t
1249	65	x gauge
1250	54	cut blue wire
1251	57	read hieroglyphs
1252	9	x console
1253	10	take black rod
1254	2	open shark repellent
1255	2	open blue box
1256	2	close access panel
1257	10	manaz
1258	28	learn krebf
1259	34	push rock
1260	10	frotz coin
1261	10	fweep me
1262	58	pull leaves
1263	51	show scrap to chuckles
1264	51	show violet to trent
1265	27	untie horse
1266	10	take all from pot
1267	10	take tiepin
1268	10	get flash
1269	9	examine skeleton
1270	48	drop ox
1271	10	take white rod
1272	48	drop drive
1273	2	open cabinet
1274	36	enter pub
1275	10	take suitcase
1276	10	take list
1277	65	x treant
1278	48	drop screw
1279	48	drop pan
1280	16	push red button
1281	65	x pen
1282	34	push pine panel
1283	10	get wine
1284	65	examine bookcase
1285	10	take all except key, whip, stool
1286	10	get gold
1287	10	put skink in pocket
1288	28	learn gondar
1289	10	light fuse with match
1290	10	take scrap
1291	10	turn projector on
1292	2	open orange vial
1293	10	put lens in telescope
1294	0	wear skis
1295	10	take binoculars
1296	48	drop shiny key
1297	10	take coconut
1298	10	turn on flashlight
1299	39	erase line between b and r
1300	63	look behind painting
1301	29	close plate
1302	10	get improbability drive
1303	44	remove shim
1304	24	turn ring to second symbol
1305	57	read vellum scroll
1306	41	remove second board
1307	24	turn isis
1308	63	look in nest
1309	57	read of unseen terror
1310	31	push west wall
1311	24	drop brown
1312	10	take pan
1313	2	roll statue nw
1314	36	climb up piano
1315	15	open royal-blue box
1316	10	put golden chalice in knapsack
1317	9	x bulbs
1318	10	shoot thad
1319	9	x pack
1320	24	drop firestone
1321	65	x cooler
1322	23	pour wine in blue goblet
1323	10	dive in ocean
1324	57	learn gondar
1325	65	x wallet
1326	48	lower basket
1327	7	put beam across doorway
1328	10	look up elijah inrecord
1329	9	x trees
1330	41	remove cloak
1331	16	press yellow button
1332	10	get rubies
1333	2	open tray
1334	49	shazok storm
1335	23	pour water on powder
1336	9	x gun
1337	10	blorple 2
1338	10	take ebony
1339	57	read ledger
1340	16	push second switch
1341	57	read cracked
1342	65	x robot
1343	59	give copy to male
1344	2	open cauldron
1345	2	open lid
1346	2	open back door
1347	4	show brick to gnome
1348	24	drop crayon and pacquet
1349	31	push piano north
1350	65	x blank card
1351	29	open white door
1352	65	examine shiny scroll
1353	2	close matchbook
1354	65	x rack
1355	10	get lens
1356	31	push pram east
1357	48	drop booklet
