668	79	talk to reunite
669	11	look at frank
670	67	get popcorn
671	76	push dispenser button
672	64	open case
673	24	kill dragon
674	67	take key from zipper
675	14	put screwdriver in basket
676	10	pull cord
677	65	espnis idol
678	66	wear gown
679	57	examine fin
680	64	open bin
681	67	get sceptre
682	67	take egg
683	57	x barkeep
684	13	turn h
685	21	drop decaf
686	21	drop flat key
687	67	get tea
688	28	point at coconut
689	57	x console
690	21	drop net
691	76	push painting
692	64	open blue bottle
693	21	drop bear
694	79	talk to sleaze
695	67	get it
696	64	open mailbox
697	67	get bone
698	57	examine missile
699	57	x mukhtar
700	67	get pork
701	74	sit in cask
702	39	touch table
703	67	get line
704	39	touch pad
705	67	take jar
706	14	put cube in cauldron
707	33	ask gnome about page
708	76	push rock
709	36	close receptacle
710	14	put bomb in sewer
711	58	wave hairband
712	0	put oak on table
713	67	get dumbells
714	67	get mousetrap
715	67	take foot
716	64	open packet
717	3	exit
718	31	light gas
719	30	break wall
720	46	read leaflet
721	25	right
722	14	put mana in bottom socket
723	8	press ignition
724	46	read diary
725	28	point it at me
726	64	open door with crowbar
727	28	point down
728	67	get golden cluster
729	57	x books
730	57	x control
731	57	x crossbow
732	14	put packet in pot
733	76	push it south
734	41	turn on machine
735	64	open aqua vial
736	74	sit
737	21	drop shim
738	67	get oil can
739	34	remove clothes
740	8	press bottom
741	70	look up ternalim in fresto
742	14	put bar in case
743	47	drink coke
744	66	wear ring
745	67	get hydrant
746	64	open car
747	57	examine chair
748	67	get all from closet
749	71	enter curtain
750	14	put link in drawer
751	0	put laudanum on pork
752	57	examine dial
753	67	take 7
754	39	touch thing with pole
755	57	x bladder
756	64	open cube
757	17	move lighted portrait
758	0	put pebble on second disk
759	71	enter boat
760	67	get coal
761	67	get yellow card
762	33	ask k9 about cybermen
763	67	take coin from basis
764	57	x bones
765	51	give fish to grue
766	46	read label
767	40	reply
768	0	put raisins on celery
769	76	push chandelier
770	64	open outer door
771	51	give fluff to arthur
772	25	east
773	67	get clover
774	64	open royal-blue box
775	79	talk to britney
776	57	examine lemming
777	14	put pouch in toolkit
778	17	move carpet
779	14	put red sphere in pot
780	21	drop gigantic bowl
781	64	open purple book
782	67	get gas
783	58	wave clover
784	67	get boots
785	67	get tablets
786	65	exex turtle
787	53	smell car
788	57	examine cage
789	33	ask delbin about minirva
790	80	show scrap to chuckles
791	26	learn izyuk spell
792	67	take balsa beam
793	21	drop bag
794	56	set radio to 1170
795	67	get firewood
796	64	open air supply system with tool
797	36	close outer door
798	65	gnusto zemdor
799	64	open crate
800	57	x huge statue
801	27	strike rod of ice
802	14	put painting in case
803	67	take cola
804	65	gnusto swanko
805	57	x arcade
806	14	put decaf in pot
807	36	close jar
808	67	get glasses
809	17	move desk
810	26	learn krebf
811	67	take ash tray
812	57	x creature
813	34	remove plug
814	33	ask alan about key
815	80	show $500
816	54	unlock crypt
817	65	liskon snake
818	67	get towel
819	67	get stained scroll
820	13	turn neith
821	11	look in crypt
822	57	examine plans
823	4	city
824	67	get all from cupboard
825	33	ask charles about temple
826	14	put lens in telescope
827	21	drop all but lens
828	25	northeast
829	14	put invite in copier
830	14	put coal in furnace
831	64	open chest
832	67	take iron key
833	65	caskly moldy book
834	67	get bills
835	11	look
836	54	unlock door with iron key
837	76	push ass
838	67	get grater
839	14	put ring, book in sack
840	67	get link
841	14	put coins in fur sack
842	36	close cage
843	57	examine pedestal
844	21	drop cardboardbox
845	67	get pendant
846	83	climb on table
847	67	get cutter
848	67	get berries
849	67	get fluff
850	50	blizzard
851	37	inventory
852	14	put all in toolkit
853	74	sit on dragon
854	57	x mural
855	30	break ampoule
856	67	get box and journal
857	3	exit shack
858	64	dragon, open door
859	13	turn it left 7
860	11	look at bookshelf
861	64	open lid with spade
862	54	unlock box with key
863	67	get black scroll
864	20	tie chest to rope
865	73	throw rope into chute
866	21	drop head
867	67	get yellow
868	57	examine plant pots
869	20	tie rope to k9
870	57	x frank
871	54	unlock door with keys
872	10	pull mat
873	67	get weeds with fork
874	54	unlock chain with brooch
875	14	put bug in sack
876	80	show mouse to elephant
877	76	push lever
878	67	get real mirror
879	67	take all from basis
880	57	examine mouth
881	67	take green sphere
882	26	learn liskon
883	76	push dionysus southwest
884	14	put c battery in drill
885	67	get grimoire from box
886	21	drop card
887	57	examine barrels
888	67	get green
889	21	drop crown, stamp, zorkmid and ruby
890	17	move bench
891	33	ask angela about affliction
892	19	search sludge
893	57	x information stud
894	25	aft
895	67	get chewed scroll
896	36	close oven
897	67	get axe
898	67	get zorkmid
899	57	examine toadstools
900	57	examine huge bed
901	21	drop plug
902	11	look out window
903	31	light firewood with match
904	57	x chandelier
905	65	gnusto espnis
906	14	put laudanum in blue goblet
907	76	push green button
908	0	put scraps on anvil
909	51	give headdress to shaman
910	67	get matchbox
911	57	x counter
912	0	put oil on hatch
913	51	give eggs
914	77	fill bath
915	14	put screwdriver in toolkit
916	50	say alakazam
917	26	learn ozmoo
918	66	wear fur
919	67	get match
920	57	examine rope
921	39	touch bottom
922	57	examine shiny scroll
923	34	remove old battery
924	67	take egg from pot
925	14	put medicine bottle in shaft
926	67	take circuit
927	46	read letter
928	57	examine chasm
929	42	pour vodka in cola
930	44	hole, w
931	65	gnusto shazok
932	21	drop door
933	67	get spoon
934	80	show card to librarian
935	11	look in pit
936	57	examine screen
937	0	put on parka
938	14	put clock in pot
939	57	x block
940	50	say kaluze
941	27	strike returning
942	66	wear crampons
943	26	learn shazok
944	67	take analgesic
945	14	put pass in slot
946	67	get gum
947	20	tie rope to rod
948	69	ask coach for trophy
949	66	wear jacket
950	19	search bones
951	64	open front door
952	67	get locket
953	21	drop amulet
954	76	push pine panel
955	0	put gold coin on right
956	14	put chasm cube in bottom left socket
957	57	x mushroom
958	69	ask for pigeon
959	64	open pouch
960	14	put sack in tesseract
961	80	show ribbon to chuckles
962	33	ask her about key
963	60	slide k
964	58	wave scroll
965	67	get husbandry
966	67	take balloon
967	58	wave crook
968	13	turn ring to sixth symbol
969	57	examine air tank
970	57	examine sapphire
971	67	take erbium
972	80	show ring to michael
973	67	take gold coin from right pan
974	54	unlock grate with keys
975	57	x chairs
976	21	drop chest
977	67	get mirror
978	64	open journal
979	82	shoot mushroom with crossbow
980	42	pour water on plant
981	67	take chelsea
982	57	examine model
983	33	ask k9 about reactor
984	14	put branch in pit
985	21	drop sack
986	67	get tobacco,knife,pipe
987	57	examine herbs
988	30	break door
989	71	enter
990	67	get sash
991	67	get firework
992	54	unlock cupboard with key
993	8	press button
994	67	get garter
995	51	give key to alan
996	80	show case to jenny
997	21	drop drive
998	77	fill canteen
999	57	examine boy
1000	67	take blue carpet
1001	51	give gram to silas
1002	67	get featureless rod
1003	55	turn off electricity
1004	60	slide c
1005	21	drop pencil
1006	79	talk to empirious
1007	57	examine switch b
1008	64	open access panel
1009	67	get all from cabinet
1010	21	drop dragon and paper
1011	81	lift plywood cover
1012	14	put bracelet in case
1013	33	ask gnome about statue
1014	21	drop scarf
1015	57	x bulbs
1016	67	take ledger
1017	16	insert blue card in slot
1018	49	hit creature with hook
1019	78	jump to beanstalk
1020	21	drop remote control
1021	67	take gothic key
1022	79	talk to man
1023	57	examine stars
1024	34	remove goggles
1025	41	turn on space heater
1026	49	hit box
1027	60	slide i
1028	67	get eight of wands
1029	57	x generator access
1030	67	get carton
1031	14	put cube in pot
1032	21	drop candle
1033	50	say ptolemy
1034	67	get remote control
1035	51	give garnet to akbar
1036	80	show file to district attorney
1037	11	look in zipper
1038	0	put firewood on hearth
1039	54	unlock hatch with brass key
1040	57	examine statues
1041	0	put gum on stick
1042	56	set compass to hawk
1043	76	push poseidon northeast
1044	78	jump to brown rock
1045	57	x papers
1046	13	turn dial to 3
1047	79	talk to alltext
1048	19	search painting
1049	67	take flat key
1050	76	push golden machine south
1051	65	blorple x10
1052	57	examine pigeons
1053	57	examine dish
1054	46	read plaque
1055	67	get pillar
1056	34	remove brick
1057	41	turn on floyd
1058	10	pull quartz
1059	39	touch information
1060	3	get out of bunk
1061	62	cut clingfilm with knife
1062	57	x gaping
1063	14	put shiny in pot
1064	67	get bauble
1065	67	get indigo vial
1066	21	drop bible
1067	76	push red
1068	64	open secret panel
1069	66	wear razor
1070	65	click on more
1071	8	press blue button
1072	57	examine floor
1073	33	ask hermit about exit
1074	67	get pole
1075	68	again
1076	71	enter access panel
1077	63	listen to girl
1078	60	slide o
1079	71	enter coffin
1080	26	learn caskly
1081	80	show crossbow to dragon
1082	13	turn sceptre
1083	14	put card in pocket
1084	51	give $56
1085	57	examine dining table
1086	28	point machine at tree
1087	64	open outer
1088	21	drop fifth brick
1089	57	x computers
1090	67	get pizza box
1091	19	search straw
1092	73	throw all but book into lower chute
1093	57	x electronics
1094	67	take burin from zipper
1095	67	take beam from eastern niche
1096	64	open historical
1097	67	get lye
1098	67	take beads
1099	71	enter right end of plank
1100	48	dig ground
1101	57	examine red statuette
1102	31	light newspaper with pipe
1103	25	go through south wall
1104	64	open satchel
1105	51	give pork chops to wolf
1106	67	get booklet
1107	57	examine boots
1108	14	put entrails in body
1109	14	put ladder across rift
1110	21	drop mousetrap
1111	65	gnusto egdelp
1112	76	push filthy n
1113	13	turn ring to third symbol
1114	10	pull breaker
1115	67	get gloves
1116	0	put it on tomb
1117	67	get book
1118	67	get oil
1119	67	get safe
1120	65	blorple 9
1121	57	examine hive
1122	21	drop cage
1123	60	slide l
1124	33	ask holmes about ash
1125	14	put acorns in net
1126	51	give gold key, portrait and bills to demon
1127	76	push coffin w
1128	64	open cage
1129	67	get box
1130	64	open raincoat
1131	67	get crown
1132	46	read it
1133	14	put paper in receptacle
1134	57	x pan
1135	26	learn fweep
1136	67	take hammer
1137	46	read cracked
1138	71	enter outflow pipe
1139	57	examine light
1140	67	take briefcase
1141	21	drop knapsack
1142	4	2
1143	14	put ledger in pot
1144	21	drop all except radio
1145	57	examine splinter
1146	21	drop rug
1147	77	fill tank
1148	3	get out of bed
1149	65	gnusto krebf spell
1150	46	read emerald scratch with glass
1151	64	open cell door
1152	57	examine shroud
1153	46	read dirty scroll
1154	26	learn bekdab
1155	14	put it in hat
1156	57	examine film projector
1157	76	push rod
1158	57	examine tree
1159	57	x hand
1160	67	get nasty knife
1161	21	drop boots
1162	57	examine fence
1163	83	climb can
1164	66	wear pendant
1165	67	get candy
1166	26	learn espnis
1167	65	mix pan
1168	34	remove jacket
1169	67	get peg
1170	67	take crumpled scroll
1171	67	take cereal
1172	57	x boxes
1173	11	look in cannon
1174	11	look in pocket
1175	67	get all from drawer
1176	31	light match
1177	70	look up 1420 in map
1178	67	take dish
1179	51	give gram to alicia
1180	67	get brick
1181	57	examine slot
1182	36	close shield
1183	67	take gloves
1184	61	buy candy from hawker
1185	67	get mail
1186	64	open freezer
1187	40	answer "a well"
1188	57	examine goblin
1189	13	turn bolt with wrench
1190	34	remove new brick with crowbar
1191	14	put canteen in knapsack
1192	67	take all but parchment
1193	26	learn gondar
1194	67	get piece of paper and business card
1195	33	ask him about nelson
1196	57	examine charles
1197	51	give magazine to madman
1198	14	put it in receptacle
1199	65	frotz lantern
1200	36	close hatch
1201	67	get horn
1202	65	pulver river
1203	67	get ruby
1204	67	get coke and carton
1205	65	rezrov alabaster
1206	69	ask gnome for ball
1207	36	close canteen
1208	30	break seal with pickaxe
1209	44	rock, e
1210	76	push purple
1211	14	put match in toolkit
1212	14	put egg in pan
1213	16	insert opal cluster in fourth hole
1214	42	pour liquid on body
1215	76	push demeter southwest
1216	19	search mess
1217	13	turn knob
1218	32	play accordion
1219	57	examine winch
1220	0	put it on henry's tomb
1221	18	tell bum about skull
1222	14	put letter opener in keyhole
1223	67	get novel
1224	67	get oar
1225	57	x gnome
1226	51	give hat to pelican
1227	67	get star
1228	66	wear it
1229	48	dig in sand
1230	76	push right button
1231	49	hit dragon with sword
1232	21	drop banana
1233	14	put probe in slab
1234	67	get secateurs
1235	5	lie in bed
1236	21	drop bowl
1237	67	get c battery
1238	11	look inside tube
1239	36	close it
1240	67	take bag
1241	0	put ladder under tree
1242	67	take bowl
1243	67	get brain
1244	0	put lye on moss
1245	46	read map
1246	67	get ace
1247	57	examine coffin
1248	0	put all on box
1249	58	wave staff
1250	11	l in box
1251	13	turn c
1252	67	get antimacassar
1253	67	get fish
1254	64	open lid
1255	29	follow ford
1256	57	examine gnomon
1257	46	read scrawled
1258	0	put pack on gum
1259	39	touch generator
1260	21	drop mine
1261	52	blow shawm
1262	67	get paintbrush
1263	0	put ash on journal
1264	76	push golden machine east
1265	14	put diamond cluster in first hole
1266	49	hit dog
1267	21	drop cap
1268	14	put arrow in crossbow
1269	33	ask bly about problem
1270	21	drop candles
1271	13	turn dial
1272	57	examine notice
1273	67	get aqua vial
1274	26	learn meef, meef and swanzo
1275	10	pull pipe
1276	57	examine crabs
1277	57	x drain
1278	76	push moldy s
1279	51	give manual
1280	49	hit icicle with umbrella
1281	34	remove brick with crowbar
1282	58	wave sceptre
1283	70	look up indanaz in leshosh
1284	57	examine barrow
1285	57	examine remote control
1286	21	drop newspaper
1287	10	pull anchor
1288	67	get corn
1289	54	unlock gate
1290	67	get arrow
1291	71	enter pram
1292	65	blorple 8
1293	14	put it in bag
1294	57	x generator
1295	19	search table
1296	67	get crampons
1297	67	get rod of ice
1298	67	get flute
1299	21	drop flippers
1300	67	get rug
1301	14	put brown rod in hole
1302	21	drop meter
1303	21	drop multi
1304	64	open handbag
1305	67	get matches
1306	0	put bronze key on keyring
1307	21	drop dusty book
1308	67	get bag
1309	41	turn on bulb
1310	8	press gray button
1311	46	read card
1312	67	get hat
1313	80	show envelope to johnny
1314	51	give gold locket to creature
1315	70	look up croseus in album
1316	67	take dornberries
1317	57	x contact points
1318	83	climb rope
1319	0	put beam under lintel
1320	2	drive to buckingham palace
1321	57	examine door
1322	21	drop bucket
1323	14	put featureless rod in coffin
1324	54	unlock box with screwdriver
1325	14	put gold in plate
1326	16	insert emerald cluster in third hole
1327	67	take butter from pot
1328	67	get
1329	57	x ariana
1330	67	get knife
1331	80	show keepsake to knight
1332	32	play syrinx
1333	3	get out of cot
1334	57	examine fusebox
1335	67	get chalice
1336	57	x district attorney
1337	67	get blueprint
1338	73	throw club at aquarium
1339	67	take balsa beam from northern niche
1340	61	buy sandwich
1341	46	read note
1342	80	show amulet to michael
1343	14	put crossbow in sack
1344	3	get out of chair
